longitude,latitude,stratum,bathrooms,constructed_area,house_age,bedrooms,parking,administration,floor,rent_price,Localidad
-74.0373679,4.7302057,4.0,2.0,78.0,4.0,3.0,0.0,0.0,0.0,3400000.0,USAQUEN
-74.057296652151,4.671127632083,6.0,4.0,202.0,0.0,3.0,2.0,2093500.0,0.0,19406499.0,CHAPINERO
-74.0684636,4.6182539,4.0,2.0,100.0,4.0,3.0,2.0,748900.0,14.0,6000000.0,SANTA FE
-74.0807959,4.6051748,3.0,1.0,45.0,23.0,1.0,0.0,0.0,3.0,800000.0,LOS MARTIRES
-74.0307467,4.7074544,5.0,2.0,60.0,23.0,2.0,1.0,0.0,4.0,3000000.0,USAQUEN
-74.2072113,4.6244392,1.0,1.0,47.0,4.0,3.0,0.0,0.0,0.0,928880.0,BOSA
-74.043786876855,4.70159699428,5.0,2.0,82.0,31.0,2.0,2.0,778000.0,2.0,3122000.0,USAQUEN
-74.053087234497,4.6618912868695,6.0,3.0,218.0,0.0,3.0,3.0,2200000.0,5.0,14000000.0,CHAPINERO
-74.0565595,4.7332271,5.0,3.0,132.0,23.0,3.0,2.0,0.0,4.0,4300000.0,SUBA
-74.047342,4.658618,6.0,3.0,143.0,12.0,2.0,3.0,2184000.0,7.0,12000000.0,CHAPINERO
-74.1526911,4.6368098,3.0,2.0,56.0,12.0,3.0,0.0,0.0,0.0,1500000.0,KENNEDY
-74.1362778,4.7099098,2.0,1.0,48.0,4.0,2.0,0.0,0.0,9.0,1280000.0,ENGATIVA
-74.04206,4.729606,4.0,5.0,180.0,31.0,4.0,1.0,665000.0,5.0,3835000.0,USAQUEN
-74.029411315918,4.69212198257446,6.0,4.0,387.0,12.0,3.0,4.0,2200000.0,12.0,20416000.0,USAQUEN
-74.1301884,4.6609209,4.0,2.0,57.0,12.0,3.0,0.0,0.0,0.0,2300000.0,FONTIBON
-74.182473,4.6005298,2.0,1.0,85.0,23.0,2.0,0.0,0.0,0.0,1100000.0,BOSA
-74.0505282,4.7577719,4.0,1.0,35.0,4.0,1.0,0.0,148000.0,0.0,1252000.0,SUBA
-74.04991,4.65018,6.0,2.0,85.0,12.0,2.0,2.0,1253218.0,1.0,4100000.0,CHAPINERO
-74.0468575,4.6613212,6.0,4.0,240.0,31.0,4.0,2.0,1600000.0,8.0,12700000.0,CHAPINERO
-74.069369,4.740763,4.0,1.0,35.0,4.0,1.0,0.0,0.0,0.0,1800000.0,SUBA
-74.0476206,4.6563384,6.0,4.0,222.0,12.0,3.0,3.0,1700000.0,3.0,10000000.0,CHAPINERO
-74.050475887046,4.672208994009,6.0,4.0,160.0,23.0,3.0,2.0,0.0,0.0,7300000.0,CHAPINERO
-74.0652912,4.6450388,3.0,2.0,81.0,4.0,2.0,2.0,630000.0,18.0,3600000.0,CHAPINERO
-74.1007035,4.6564928,4.0,1.0,35.0,12.0,1.0,0.0,0.0,0.0,850000.0,TEUSAQUILLO
-74.079008102417,4.6114596851517,3.0,1.0,31.0,4.0,2.0,0.0,0.0,0.0,1400000.0,LOS MARTIRES
-74.063065052032,4.6702661283092,4.0,2.0,117.0,31.0,3.0,1.0,790000.0,3.0,2500000.0,BARRIOS UNIDOS
-74.04906,4.67718,6.0,3.0,165.0,23.0,3.0,2.0,1792000.0,3.0,5558000.0,CHAPINERO
-74.047540125459,4.673169602022,6.0,3.0,174.0,12.0,2.0,4.0,1422000.0,0.0,13000000.0,CHAPINERO
-74.0385388,4.6871987,5.0,3.0,174.0,12.0,3.0,2.0,1087000.0,11.0,9000000.0,USAQUEN
-74.02699,4.68454,6.0,5.0,310.1,23.0,4.0,4.0,2200000.0,10.0,20416000.0,USAQUEN
-74.0505422,4.6709372,6.0,4.0,277.0,0.0,3.0,3.0,2200000.0,5.0,20416000.0,CHAPINERO
-74.045864,4.6846915,6.0,4.0,183.23,12.0,3.0,2.0,1017000.0,7.0,8483000.0,USAQUEN
-74.043650643911,4.671692976787,6.0,5.0,325.0,31.0,4.0,2.0,1900000.0,6.0,7500000.0,CHAPINERO
-74.0385971069336,4.69648730158034,6.0,4.0,112.0,12.0,3.0,2.0,0.0,3.0,5500000.0,USAQUEN
-74.0666448,4.732675,4.0,2.0,62.0,23.0,3.0,0.0,178000.0,0.0,1522000.0,SUBA
-74.0623247,4.6326103,4.0,1.0,38.0,23.0,1.0,0.0,0.0,1.0,1550000.0,CHAPINERO
-74.0472476,4.724556,4.0,1.0,21.0,4.0,1.0,0.0,305000.0,2.0,2695000.0,USAQUEN
-74.0434323,4.7057928,6.0,2.0,62.0,23.0,1.0,1.0,0.0,3.0,4200000.0,USAQUEN
-74.051002184188,4.6545283001512,6.0,5.0,387.0,31.0,5.0,4.0,2200000.0,6.0,20000000.0,CHAPINERO
-74.099121938506,4.713559017849,3.0,1.0,60.0,4.0,3.0,0.0,0.0,3.0,1500000.0,ENGATIVA
-74.109061577346,4.6955154487047,3.0,1.0,47.0,23.0,2.0,0.0,0.0,3.0,1400000.0,ENGATIVA
-74.035910429006,4.700949557741,6.0,3.0,160.0,31.0,3.0,2.0,0.0,2.0,8500000.0,USAQUEN
-74.072092,4.7109886,6.0,4.0,217.0,31.0,3.0,2.0,1800000.0,0.0,8000000.0,SUBA
-74.1179969,4.7149606,3.0,2.0,72.0,31.0,3.0,0.0,0.0,0.0,1200000.0,ENGATIVA
-74.02919234049,4.708724331219,5.0,4.0,190.0,23.0,3.0,2.0,1575000.0,1.0,5500000.0,USAQUEN
-74.059405629372,4.649478490799,4.0,2.0,48.0,12.0,1.0,1.0,642000.0,0.0,2950000.0,CHAPINERO
-74.110775,4.594312,3.0,1.0,45.0,0.0,2.0,0.0,213000.0,0.0,1140000.0,ANTONIO NARIÑO
-74.0481271,4.6692107,6.0,1.0,50.0,23.0,1.0,1.0,426000.0,3.0,2650000.0,CHAPINERO
-74.064616576799,4.633179919158,5.0,2.0,60.0,12.0,2.0,1.0,490500.0,7.0,1850000.0,CHAPINERO
-74.0379589,4.694439,5.0,1.0,80.0,23.0,2.0,1.0,1000000.0,0.0,3000000.0,USAQUEN
-74.0413404,4.7169591,5.0,1.0,21.0,4.0,1.0,1.0,369000.0,0.0,2000000.0,USAQUEN
-74.0561309,4.6746257,6.0,2.0,91.0,23.0,1.0,1.0,0.0,1.0,8000000.0,CHAPINERO
-74.0752124,4.6882559,4.0,2.0,55.0,23.0,2.0,1.0,0.0,0.0,2500000.0,SUBA
-74.0346223,4.7007291,6.0,4.0,209.0,23.0,3.0,3.0,1200000.0,8.0,8500000.0,USAQUEN
-74.0576992,4.6625362,5.0,1.0,47.0,0.0,1.0,0.0,0.0,3.0,4050000.0,CHAPINERO
-74.0521816,4.6644062,6.0,3.0,155.0,12.0,2.0,2.0,1213300.0,8.0,14210681.0,CHAPINERO
-74.04084,4.75482,4.0,3.0,108.0,4.0,3.0,2.0,530160.0,4.0,2500000.0,USAQUEN
-74.07779,4.724511,5.0,4.0,275.0,23.0,3.0,4.0,1862000.0,5.0,14000000.0,SUBA
-74.0338221,4.7266792,4.0,2.0,73.0,4.0,3.0,1.0,500000.0,0.0,3200000.0,USAQUEN
-74.0837088,4.7349497,3.0,2.0,30.0,4.0,3.0,0.0,137400.0,0.0,1262600.0,SUBA
-74.0487393,4.6614037,6.0,3.0,170.0,23.0,3.0,4.0,0.0,2.0,8500000.0,CHAPINERO
-74.045317915289,4.693723998356,6.0,2.0,63.0,23.0,1.0,1.0,556000.0,3.0,3144000.0,USAQUEN
-74.1500066,4.6358201,3.0,1.0,55.0,12.0,3.0,0.0,111000.0,0.0,1289000.0,KENNEDY
-74.0579553,4.676106,6.0,4.0,150.0,0.0,3.0,2.0,0.0,2.0,8800000.0,CHAPINERO
-74.0558533,4.6727541,6.0,4.0,167.0,23.0,3.0,2.0,0.0,0.0,11500000.0,CHAPINERO
-74.0538158,4.6792115,6.0,3.0,114.0,0.0,2.0,2.0,680000.0,0.0,8500000.0,CHAPINERO
-74.0665724,4.7421425,4.0,2.0,77.0,4.0,3.0,1.0,0.0,2.0,3100000.0,SUBA
-74.0756872,4.7401376,6.0,4.0,217.0,12.0,3.0,2.0,0.0,4.0,6500000.0,SUBA
-74.0530689,4.698271,6.0,5.0,220.0,0.0,3.0,4.0,0.0,4.0,8500000.0,USAQUEN
-74.027480311115,4.7033123250463,6.0,2.0,105.0,23.0,1.0,2.0,1000000.0,9.0,3850000.0,USAQUEN
-74.06655,4.717112,3.0,2.0,63.0,4.0,2.0,1.0,0.0,3.0,2600000.0,SUBA
-74.058570877676,4.672644014784,6.0,1.0,53.0,12.0,1.0,1.0,480000.0,0.0,3320000.0,CHAPINERO
-74.028253,4.691664,6.0,5.0,387.0,23.0,4.0,4.0,2200000.0,2.0,20416000.0,USAQUEN
-74.1326819,4.6615035,4.0,3.0,84.0,12.0,3.0,1.0,0.0,6.0,2700000.0,FONTIBON
-74.0228133,4.7311211,4.0,1.0,30.0,4.0,1.0,0.0,242000.0,13.0,2200000.0,USAQUEN
-74.1246956,4.7242507,4.0,2.0,1.0,23.0,2.0,1.0,289000.0,0.0,1561000.0,ENGATIVA
-74.0582207,4.6722733,5.0,2.0,90.0,23.0,2.0,1.0,823000.0,0.0,4077000.0,CHAPINERO
-74.039449,4.7037482,6.0,3.0,93.0,23.0,3.0,1.0,1000000.0,1.0,2900000.0,USAQUEN
-74.0589893,4.7109564,4.0,2.0,74.0,23.0,3.0,0.0,231600.0,0.0,1700000.0,SUBA
-74.0487393,4.6614037,6.0,5.0,387.0,23.0,5.0,4.0,2200000.0,6.0,19000000.0,CHAPINERO
-74.0278344,4.7019128,6.0,4.0,180.0,23.0,3.0,2.0,0.0,7.0,8000000.0,USAQUEN
-74.0905757,4.6821078,3.0,2.0,60.0,0.0,3.0,0.0,0.0,2.0,2000000.0,ENGATIVA
-74.050078338781,4.6537868335478,6.0,5.0,308.0,31.0,4.0,3.0,1949000.0,7.0,20000000.0,CHAPINERO
-74.0916815,4.6077732,4.0,1.0,48.0,0.0,2.0,0.0,154000.0,0.0,1240000.0,LOS MARTIRES
-74.0635003,4.6337132,4.0,2.0,46.0,31.0,3.0,0.0,0.0,0.0,2950000.0,CHAPINERO
-74.137929898751,4.669934019758,3.0,2.0,62.0,23.0,3.0,0.0,0.0,8.0,1700000.0,FONTIBON
-74.0545028,4.6936933,5.0,5.0,180.0,0.0,4.0,3.0,0.0,0.0,6500000.0,USAQUEN
-74.0226678,4.6891731,6.0,4.0,287.0,23.0,3.0,4.0,0.0,0.0,11500000.0,USAQUEN
-74.050114878477,4.722152019256,5.0,2.0,80.0,23.0,2.0,1.0,750000.0,0.0,3000000.0,USAQUEN
-74.0422171,4.696065,6.0,2.0,74.0,23.0,2.0,1.0,0.0,0.0,4800000.0,USAQUEN
-74.0592942,4.7441865,4.0,1.0,40.0,4.0,1.0,1.0,0.0,0.0,2350000.0,SUBA
-74.059803076691,4.660436720329,5.0,2.0,80.0,4.0,2.0,1.0,0.0,10.0,5950000.0,CHAPINERO
-74.094241,4.7336029,3.0,1.0,55.0,23.0,2.0,0.0,0.0,0.0,1400000.0,SUBA
-74.1044468,4.6141869,3.0,1.0,37.0,0.0,1.0,0.0,136600.0,0.0,1200000.0,PUENTE ARANDA
-74.0413404,4.7169591,5.0,1.0,22.0,4.0,1.0,0.0,0.0,0.0,2000000.0,USAQUEN
-74.070852,4.671755,6.0,3.0,178.0,23.0,3.0,2.0,1552100.0,6.0,8000000.0,BARRIOS UNIDOS
-74.045147930293,4.779289609184,3.0,1.0,42.0,0.0,2.0,0.0,0.0,5.0,1400000.0,SUBA
-74.02728316096,4.749200504622,4.0,1.0,35.0,0.0,1.0,0.0,0.0,5.0,1450000.0,USAQUEN
-74.1169851,4.6472198,4.0,2.0,58.0,0.0,2.0,1.0,350000.0,0.0,2300000.0,FONTIBON
-74.107630522316,4.613789887999,3.0,1.0,32.0,4.0,1.0,0.0,134000.0,0.0,1350000.0,PUENTE ARANDA
-74.080236085728,4.612870986859,3.0,1.0,30.0,4.0,2.0,0.0,0.0,5.0,2280000.0,LOS MARTIRES
-74.127863,4.706434,2.0,1.0,70.0,23.0,3.0,0.0,0.0,0.0,1100000.0,ENGATIVA
-74.13394051,4.66107541,4.0,1.0,36.0,0.0,2.0,0.0,0.0,0.0,1600000.0,FONTIBON
-74.079342,4.6816006,4.0,2.0,70.0,23.0,3.0,1.0,444000.0,0.0,1760000.0,BARRIOS UNIDOS
-74.0480168,4.6654614,6.0,2.0,115.0,12.0,2.0,2.0,1300000.0,0.0,6400000.0,CHAPINERO
-74.0633687,4.6447527,4.0,1.0,35.0,23.0,1.0,0.0,0.0,0.0,1600000.0,CHAPINERO
-74.0567425,4.6723216,5.0,1.0,40.0,23.0,1.0,2.0,229000.0,0.0,2321000.0,CHAPINERO
-74.0478678,4.6973935,6.0,3.0,153.0,31.0,3.0,2.0,1134000.0,2.0,7500000.0,USAQUEN
-74.121794291443,4.6620941897347,3.0,1.0,38.0,4.0,2.0,0.0,0.0,9.0,1600000.0,FONTIBON
-74.06268,4.70818,6.0,3.0,131.0,4.0,3.0,2.0,0.0,2.0,8364000.0,SUBA
-74.1214532,4.6614705,3.0,1.0,37.0,4.0,2.0,0.0,0.0,14.0,1500000.0,FONTIBON
-74.056280019719,4.7523099811526,4.0,2.0,57.0,23.0,2.0,1.0,0.0,8.0,1750000.0,SUBA
-74.0305481,4.6914084,6.0,2.0,81.0,23.0,1.0,1.0,0.0,1.0,6200000.0,USAQUEN
-74.108454,4.6706139,3.0,1.0,38.0,0.0,2.0,1.0,0.0,0.0,1699000.0,ENGATIVA
-74.043807,4.669023,6.0,4.0,270.0,0.0,3.0,3.0,2000000.0,1.0,19000000.0,CHAPINERO
-74.084682583383,4.620166730715,4.0,2.0,73.0,31.0,3.0,1.0,434000.0,2.0,2100000.0,LOS MARTIRES
-74.0646995,4.7440814,4.0,2.0,70.0,12.0,3.0,1.0,353000.0,0.0,2147000.0,SUBA
-74.0393808,4.6985126,6.0,5.0,205.0,12.0,3.0,2.0,0.0,3.0,8200000.0,USAQUEN
-74.054387100041,4.6637903549164,5.0,1.0,54.0,4.0,1.0,1.0,0.0,15.0,4706000.0,CHAPINERO
-74.06466494038,4.744169979703,3.0,2.0,76.0,23.0,3.0,1.0,0.0,1.0,2200000.0,SUBA
-74.0901855,4.6065901,3.0,1.0,100.0,31.0,4.0,0.0,0.0,4.0,1300000.0,LOS MARTIRES
-74.039611407227,4.6686598688156,6.0,6.0,387.0,4.0,5.0,3.0,2200000.0,5.0,20416000.0,CHAPINERO
-74.038742,4.6941212,5.0,2.0,85.0,31.0,2.0,2.0,0.0,0.0,4500000.0,USAQUEN
-74.028697020388,4.698257979331,6.0,3.0,228.0,23.0,3.0,3.0,2006000.0,0.0,10000000.0,USAQUEN
-74.0275839,4.719859,4.0,3.0,100.0,0.0,1.0,2.0,750000.0,13.0,4200000.0,USAQUEN
-74.0774772,4.6213948,4.0,2.0,113.0,12.0,3.0,2.0,650000.0,0.0,8850000.0,LOS MARTIRES
-74.0855519,4.7198693,2.0,2.0,50.0,4.0,3.0,0.0,123900.0,0.0,1026100.0,SUBA
-74.055710888494,4.70529601197,5.0,2.0,66.0,23.0,3.0,1.0,474500.0,2.0,2000000.0,SUBA
-74.1088438759999,4.75205282700006,3.0,2.0,55.0,12.0,3.0,0.0,144900.0,5.0,1155100.0,SUBA
-74.1473862,4.6276133,3.0,1.0,50.0,23.0,2.0,0.0,0.0,0.0,1150000.0,KENNEDY
-74.0326577,4.7018589,5.0,2.0,62.0,4.0,1.0,1.0,0.0,3.0,3800000.0,USAQUEN
-74.0473751,4.7041587,5.0,3.0,150.0,4.0,4.0,2.0,1115000.0,0.0,3320000.0,USAQUEN
-74.0519548,4.6576246,6.0,4.0,280.0,0.0,4.0,3.0,0.0,5.0,12900000.0,CHAPINERO
-74.0563032,4.6796919,6.0,2.0,72.0,12.0,1.0,1.0,0.0,4.0,4000000.0,CHAPINERO
-74.0501917,4.669158,6.0,2.0,320.0,12.0,4.0,4.0,1790000.0,0.0,7710000.0,CHAPINERO
-74.054417501268,4.6598985232845,6.0,2.0,299.0,12.0,1.0,5.0,2200000.0,6.0,20416000.0,CHAPINERO
-74.0869903564453,4.67395305633545,5.0,3.0,113.0,0.0,3.0,2.0,754380.0,7.0,3880000.0,BARRIOS UNIDOS
-74.1280139,4.6583515,4.0,5.0,164.0,4.0,4.0,2.0,746600.0,0.0,4653400.0,FONTIBON
-74.043090005425,4.7043600048424,6.0,2.0,87.0,31.0,2.0,1.0,0.0,0.0,5000000.0,USAQUEN
-74.027572001343,4.711623217311,6.0,4.0,278.0,23.0,3.0,3.0,1788000.0,0.0,15000000.0,USAQUEN
-74.033564894476,4.716083982362,5.0,2.0,92.0,31.0,2.0,1.0,700000.0,3.0,3000000.0,USAQUEN
-74.124143381064,4.6284466169715,4.0,2.0,84.0,4.0,3.0,2.0,352700.0,0.0,3740000.0,KENNEDY
-74.064169188874,4.6398816572221,4.0,2.0,65.0,31.0,2.0,0.0,67000.0,0.0,2111000.0,CHAPINERO
-74.042106264526,4.6768862622907,6.0,3.0,209.0,4.0,3.0,2.0,0.0,4.0,15000000.0,CHAPINERO
-74.040803714309,4.678155448057,6.0,2.0,65.0,12.0,1.0,1.0,850000.0,0.0,3400000.0,CHAPINERO
-74.0416536,4.6766249,6.0,4.0,130.0,4.0,2.0,2.0,2200000.0,4.0,7988638.0,CHAPINERO
-74.045282,4.6766724,6.0,5.0,224.0,0.0,3.0,3.0,0.0,4.0,12000000.0,CHAPINERO
-74.0642749,4.6336134,3.0,1.0,37.0,23.0,1.0,1.0,0.0,4.0,1800000.0,CHAPINERO
-74.0916849,4.5920687,3.0,1.0,48.0,4.0,2.0,1.0,0.0,0.0,1850000.0,ANTONIO NARIÑO
-74.0557567,4.6458347,4.0,2.0,50.0,23.0,1.0,1.0,400000.0,6.0,2400000.0,CHAPINERO
-74.1054165,4.5999748,3.0,1.0,70.0,12.0,2.0,0.0,0.0,0.0,1200000.0,PUENTE ARANDA
-74.051119,4.674919,6.0,3.0,170.0,12.0,2.0,2.0,1400000.0,9.0,12600000.0,CHAPINERO
-74.133057,4.661265,4.0,3.0,84.0,23.0,3.0,1.0,0.0,3.0,2700000.0,FONTIBON
-74.069390992666,4.61728498089,3.0,2.0,128.0,12.0,1.0,2.0,0.0,3.0,4790000.0,SANTA FE
-74.074768,4.7207926,4.0,2.0,80.0,12.0,3.0,2.0,0.0,0.0,3200000.0,SUBA
-74.0455844,4.6670479,6.0,3.0,177.0,0.0,2.0,3.0,1700000.0,5.0,8300000.0,CHAPINERO
-74.026855013346,4.698059998778,6.0,3.0,326.0,4.0,3.0,4.0,2200000.0,0.0,20416000.0,USAQUEN
-74.05128,4.66912,6.0,3.0,160.0,23.0,3.0,2.0,1125000.0,3.0,8000000.0,CHAPINERO
-74.0301163,4.7654615,3.0,1.0,47.0,12.0,2.0,0.0,178000.0,0.0,1250000.0,USAQUEN
-74.099743875721,4.652215011722,4.0,2.0,80.0,0.0,3.0,1.0,0.0,0.0,3200000.0,TEUSAQUILLO
-74.049901,4.6746357,6.0,4.0,279.0,31.0,4.0,2.0,1800000.0,2.0,13000000.0,CHAPINERO
-74.048657181695,4.66465933,6.0,4.0,191.0,12.0,3.0,3.0,2200000.0,5.0,14000000.0,CHAPINERO
-74.16024684906,4.5976507881599,3.0,1.0,40.0,0.0,2.0,0.0,0.0,18.0,1300000.0,BOSA
-74.052287479993,4.694784162338,6.0,2.0,70.0,12.0,1.0,2.0,0.0,3.0,2900000.0,USAQUEN
-74.0436848,4.70199,6.0,2.0,55.0,4.0,2.0,0.0,250000.0,6.0,4300000.0,USAQUEN
-74.0449704,4.728678,4.0,1.0,42.0,23.0,1.0,1.0,0.0,3.0,1900000.0,USAQUEN
-74.0582107,4.6791694,6.0,3.0,125.0,12.0,3.0,2.0,0.0,0.0,6500000.0,CHAPINERO
-74.0714208,4.5926305,2.0,2.0,32.0,4.0,1.0,1.0,600000.0,5.0,4000000.0,CANDELARIA
-74.0552681,4.6644095,5.0,2.0,100.0,23.0,3.0,2.0,1300000.0,4.0,3200000.0,CHAPINERO
-74.035855333337,4.695081950489,6.0,4.0,106.0,31.0,2.0,2.0,565000.0,5.0,4372000.0,USAQUEN
-74.0487393,4.6614037,6.0,4.0,195.0,23.0,3.0,2.0,0.0,6.0,13500000.0,CHAPINERO
-74.0526863,4.6712758,6.0,1.0,62.0,23.0,1.0,1.0,682000.0,0.0,2500000.0,CHAPINERO
-74.051195,4.657778,6.0,4.0,156.0,23.0,3.0,2.0,1753430.0,3.0,9046570.0,CHAPINERO
-74.0754752,4.7423037,6.0,4.0,166.8,4.0,3.0,4.0,1155000.0,2.0,6500000.0,SUBA
-74.053816,4.679212,6.0,3.0,114.0,0.0,2.0,2.0,680000.0,5.0,8800000.0,CHAPINERO
-74.0455837,4.7017921,6.0,2.0,83.0,12.0,2.0,2.0,0.0,0.0,4969000.0,USAQUEN
-74.049963810619,4.661957755897,6.0,3.0,127.0,12.0,2.0,2.0,1300000.0,3.0,8200000.0,CHAPINERO
-74.0442289,4.7066154,6.0,4.0,153.0,23.0,3.0,2.0,0.0,4.0,6000000.0,USAQUEN
-74.050019237494,4.6528981096081,6.0,4.0,279.0,31.0,4.0,3.0,0.0,9.0,12000000.0,CHAPINERO
-74.0479656,4.6720646,6.0,2.0,117.0,0.0,2.0,3.0,0.0,0.0,11000000.0,CHAPINERO
-74.0472344,4.7774212,4.0,2.0,61.0,0.0,3.0,2.0,0.0,10.0,2800000.0,SUBA
-74.054063902013,4.6793281251455,6.0,4.0,221.0,4.0,3.0,3.0,0.0,9.0,20416000.0,CHAPINERO
-74.0934397,4.6482925,4.0,1.0,50.0,4.0,1.0,1.0,0.0,0.0,1609000.0,TEUSAQUILLO
-74.098190852112,4.674209637584,3.0,1.0,48.0,12.0,2.0,0.0,0.0,3.0,1200000.0,ENGATIVA
-74.0398423,4.7252639,4.0,1.0,31.0,4.0,1.0,0.0,0.0,0.0,2200000.0,USAQUEN
-74.0665134,4.6342378,4.0,1.0,34.0,31.0,1.0,0.0,0.0,0.0,2700000.0,CHAPINERO
-74.0503495,4.676661,6.0,2.0,57.0,12.0,1.0,2.0,0.0,5.0,5000000.0,CHAPINERO
-74.082309455972,4.6187707495076,3.0,1.0,22.0,4.0,1.0,0.0,0.0,0.0,950000.0,LOS MARTIRES
-74.0566199,4.6820533,6.0,2.0,65.0,4.0,1.0,1.0,0.0,0.0,3999900.0,CHAPINERO
-74.1437188,4.6333501,4.0,1.0,31.0,4.0,1.0,1.0,0.0,5.0,2500000.0,KENNEDY
-74.0455685,4.6954005,6.0,3.0,140.0,23.0,3.0,2.0,1500000.0,0.0,6500000.0,USAQUEN
-74.0471646,4.6812359,6.0,4.0,147.0,23.0,3.0,2.0,1200000.0,0.0,6500000.0,CHAPINERO
-74.0434713,4.6786109,6.0,2.0,57.0,4.0,1.0,1.0,0.0,2.0,5300000.0,CHAPINERO
-74.0898109,4.7051708,3.0,2.0,46.0,12.0,3.0,0.0,128500.0,0.0,1321500.0,ENGATIVA
-74.1924605,4.6142055,3.0,1.0,42.0,4.0,2.0,0.0,0.0,7.0,900000.0,BOSA
-74.0847618,4.6687422,4.0,1.0,30.0,0.0,1.0,0.0,110000.0,0.0,1640000.0,BARRIOS UNIDOS
-74.0817195,4.6002736,3.0,1.0,47.0,12.0,2.0,0.0,0.0,4.0,1400000.0,SANTA FE
-74.0576891,4.6759151,6.0,3.0,169.0,23.0,3.0,3.0,1179000.0,9.0,8500000.0,CHAPINERO
-74.031552,4.702097,6.0,4.0,208.45,12.0,3.0,2.0,1671300.0,12.0,11000000.0,USAQUEN
-74.0441202,4.775625,4.0,2.0,40.0,0.0,2.0,0.0,0.0,7.0,1800000.0,SUBA
-74.0276709,4.6888026,6.0,5.0,276.0,31.0,3.0,3.0,0.0,5.0,15000000.0,USAQUEN
-74.0717784,4.6146442,4.0,2.0,64.0,12.0,2.0,0.0,0.0,0.0,2500000.0,SANTA FE
-74.059926566696,4.648663892713,4.0,2.0,104.0,31.0,3.0,1.0,646000.0,0.0,2700000.0,CHAPINERO
-74.1175356,4.5797107,3.0,1.0,54.0,31.0,2.0,0.0,0.0,0.0,950000.0,RAFAEL URIBE URIBE
-74.1114634,4.5338157,2.0,1.0,45.0,4.0,2.0,0.0,112245.0,0.0,1000000.0,USME
-74.0966538,4.7066256,3.0,3.0,80.0,31.0,3.0,0.0,0.0,0.0,1800000.0,ENGATIVA
-74.118816107512,4.7204348821909,3.0,1.0,57.0,31.0,3.0,1.0,258600.0,0.0,1359000.0,ENGATIVA
-74.0431856,4.6707452,6.0,3.0,191.0,12.0,2.0,3.0,1400000.0,0.0,8000000.0,CHAPINERO
-74.1709656,4.6512692,2.0,2.0,51.0,4.0,2.0,0.0,0.0,0.0,1000000.0,KENNEDY
-74.0280063,4.6974012,6.0,5.0,387.0,23.0,4.0,4.0,2200000.0,9.0,20416000.0,USAQUEN
-74.0461813,4.6896537,6.0,3.0,71.0,4.0,2.0,1.0,0.0,5.0,4600000.0,USAQUEN
-74.1258082,4.6581356,4.0,2.0,50.0,4.0,2.0,0.0,0.0,2.0,1600000.0,FONTIBON
-74.1588379,4.6909907,2.0,1.0,65.0,0.0,3.0,0.0,0.0,0.0,1000000.0,FONTIBON
-74.1682336,4.6233215,2.0,1.0,65.0,23.0,3.0,1.0,0.0,0.0,1200000.0,KENNEDY
-74.07088173906,4.829521758085,6.0,2.0,62.0,4.0,1.0,1.0,610000.0,4.0,1590000.0,SUBA
-74.0624052,4.6962344,5.0,2.0,90.0,12.0,2.0,2.0,0.0,2.0,3600000.0,SUBA
-74.0534043,4.6610949,5.0,4.0,235.0,0.0,2.0,1.0,2000000.0,11.0,12500000.0,CHAPINERO
-74.1482996,4.6705261,3.0,1.0,38.0,4.0,2.0,0.0,0.0,0.0,1350000.0,FONTIBON
-74.0397383,4.6695166,6.0,4.0,380.0,4.0,3.0,3.0,0.0,3.0,18000000.0,CHAPINERO
-74.0491833,4.6668396,6.0,2.0,81.0,31.0,2.0,2.0,1093000.0,3.0,3300000.0,CHAPINERO
-74.053085341143,4.692341612974,6.0,3.0,121.0,23.0,3.0,2.0,0.0,0.0,7000000.0,USAQUEN
-74.072138805432,4.5955158684967,2.0,3.0,117.0,31.0,3.0,0.0,995000.0,0.0,3500000.0,CANDELARIA
-74.050031181059,4.6670515685036,6.0,4.0,350.0,23.0,3.0,3.0,0.0,6.0,17000000.0,CHAPINERO
-74.0458014,4.7175848,3.0,2.0,65.0,12.0,2.0,1.0,0.0,0.0,3800000.0,USAQUEN
-74.0932403,4.5808357,3.0,2.0,100.0,23.0,5.0,1.0,0.0,0.0,1950000.0,ANTONIO NARIÑO
-74.1142916,4.6650903,4.0,2.0,64.0,4.0,3.0,1.0,0.0,7.0,4800000.0,FONTIBON
-74.0583066,4.6734285,2.0,1.0,51.0,4.0,2.0,0.0,96700.0,0.0,603300.0,CHAPINERO
-74.07141,4.742065,6.0,4.0,222.0,0.0,3.0,3.0,0.0,3.0,7000000.0,SUBA
-74.0238383,4.7541704,3.0,0.0,88.0,0.0,0.0,0.0,345000.0,3.0,1500000.0,USAQUEN
-74.0642048,4.7009832,5.0,2.0,84.0,31.0,2.0,1.0,547000.0,0.0,3253000.0,SUBA
-74.0451478,4.6758285,6.0,3.0,95.0,12.0,2.0,1.0,1100000.0,0.0,7400000.0,CHAPINERO
-74.0321103,4.6991532,5.0,1.0,30.0,4.0,1.0,2.0,340000.0,3.0,1650000.0,USAQUEN
-74.1159384,4.6473715,3.0,1.0,43.0,23.0,2.0,0.0,0.0,0.0,1500000.0,FONTIBON
